47.05078125	38.091796875	101.44921875	102.287109375	0.8984375	0
54.076171875	23.99267578125	77.279296875	49.2421875	0.08508301	0
42.66796875	26.92529296875	94.74609375	82.2421875	0.056030273	0
304.734375	216.8203125	510.984375	528.0	0.050445557	0
54.4951171875	18.626953125	76.44140625	39.83203125	0.04699707	0
38.28515625	44.150390625	83.14453125	98.677734375	0.037109375	0
69.158203125	48.85546875	107.443359375	92.68359375	0.035339355	0
238.734375	258.71484375	594.0	587.8125	0.035339355	0
200.44921875	199.546875	513.5625	427.96875	0.032836914	0
41.89453125	55.04296875	104.28515625	132.2578125	0.031982422	0
121.751953125	130.83984375	148.62890625	157.91015625	0.030685425	0
441.375	367.3828125	573.375	514.3359375	0.02848816	0
59.7158203125	38.54296875	133.546875	100.03125	0.028213501	0
316.59375	231.12890625	688.359375	524.390625	0.028076172	0
47.2763671875	59.0068359375	88.9453125	107.12109375	0.02696228	0
59.8125	20.31884765625	110.73046875	84.369140625	0.026016235	0
425.390625	188.58984375	459.9375	215.91796875	0.024810791	0
120.591796875	127.294921875	142.18359375	148.7578125	0.024093628	0
46.5673828125	22.05908203125	78.310546875	69.673828125	0.023422241	0
19.46484375	243.1171875	227.51953125	554.8125	0.020324707	0
28.6171875	217.98046875	559.96875	630.09375	0.020019531	0
38.28515625	-10.3447265625	112.79296875	87.01171875	0.019607544	0
249.17578125	107.443359375	273.796875	135.09375	0.019195557	0
60.19921875	57.4921875	104.671875	108.796875	0.019165039	0
335.671875	311.953125	619.78125	686.296875	0.019134521	0
423.328125	177.6328125	455.8125	210.6328125	0.018951416	0
346.2421875	146.6953125	373.0546875	173.5078125	0.018692017	0
396.515625	247.2421875	519.75	401.4140625	0.018615723	0
398.3203125	187.81640625	458.1328125	230.09765625	0.01777649	0
378.7265625	342.375	612.5625	528.515625	0.017105103	0
404.765625	369.9609375	521.8125	542.4375	0.017044067	0
256.39453125	113.05078125	281.53125	141.28125	0.016906738	0
121.4296875	67.8046875	455.5546875	574.40625	0.016906738	0
419.71875	195.03515625	453.75	221.33203125	0.016784668	0
